Paper Name,Authors,PDF Link
Downscaled Representation Matters: Improving Image Rescaling with Collaborative Downscaled Images,"Xu, Bingna, Guo, Yong, Jiang, Luoqian, Yu, Mianjie, Chen, Jian",https://openaccess.thecvf.com/content/ICCV2023/papers/Xu_Downscaled_Representation_Matters_Improving_Image_Rescaling_with_Collaborative_Downscaled_Images_ICCV_2023_paper.pdf
Detection Transformer with Stable Matching,"Liu, Shilong, Ren, Tianhe, Chen, Jiayu, Zeng, Zhaoyang, Zhang, Hao, Li, Feng, Li, Hongyang, Huang, Jun, Su, Hang, Zhu, Jun, Zhang, Lei",https://openaccess.thecvf.com/content/ICCV2023/papers/Liu_Detection_Transformer_with_Stable_Matching_ICCV_2023_paper.pdf
Be Everywhere - Hear Everything (BEE): Audio Scene Reconstruction by Sparse Audio-Visual Samples,"Chen, Mingfei, Su, Kun, Shlizerman, Eli",https://openaccess.thecvf.com/content/ICCV2023/papers/Chen_Be_Everywhere_-_Hear_Everything_BEE_Audio_Scene_Reconstruction_by_ICCV_2023_paper.pdf
iVS-Net: Learning Human View Synthesis from Internet Videos,"Dong, Junting, Fang, Qi, Yang, Tianshuo, Shuai, Qing, Qiao, Chengyu, Peng, Sida",https://openaccess.thecvf.com/content/ICCV2023/papers/Dong_iVS-Net_Learning_Human_View_Synthesis_from_Internet_Videos_ICCV_2023_paper.pdf
Story Visualization by Online Text Augmentation with Context Memory,"Ahn, Daechul, Kim, Daneul, Song, Gwangmo, Kim, Seung Hwan, Lee, Honglak, Kang, Dongyeop, Choi, Jonghyun",https://openaccess.thecvf.com/content/ICCV2023/papers/Ahn_Story_Visualization_by_Online_Text_Augmentation_with_Context_Memory_ICCV_2023_paper.pdf
Attention Discriminant Sampling for Point Clouds,"Hong, Cheng-Yao, Chou, Yu-Ying, Liu, Tyng-Luh",https://openaccess.thecvf.com/content/ICCV2023/papers/Hong_Attention_Discriminant_Sampling_for_Point_Clouds_ICCV_2023_paper.pdf
Global Balanced Experts for Federated Long-Tailed Learning,"Zeng, Yaopei, Liu, Lei, Liu, Li, Shen, Li, Liu, Shaoguo, Wu, Baoyuan",https://openaccess.thecvf.com/content/ICCV2023/papers/Zeng_Global_Balanced_Experts_for_Federated_Long-Tailed_Learning_ICCV_2023_paper.pdf
All4One: Symbiotic Neighbour Contrastive Learning via Self-Attention and Redundancy Reduction,"Estepa, Imanol G., Sarasua, Ignacio, Nagarajan, Bhalaji, Radeva, Petia",https://openaccess.thecvf.com/content/ICCV2023/papers/Estepa_All4One_Symbiotic_Neighbour_Contrastive_Learning_via_Self-Attention_and_Redundancy_Reduction_ICCV_2023_paper.pdf
Contrastive Pseudo Learning for Open-World DeepFake Attribution,"Sun, Zhimin, Chen, Shen, Yao, Taiping, Yin, Bangjie, Yi, Ran, Ding, Shouhong, Ma, Lizhuang",https://openaccess.thecvf.com/content/ICCV2023/papers/Sun_Contrastive_Pseudo_Learning_for_Open-World_DeepFake_Attribution_ICCV_2023_paper.pdf
ICL-D3IE: In-Context Learning with Diverse Demonstrations Updating for Document Information Extraction,"He, Jiabang, Wang, Lei, Hu, Yi, Liu, Ning, Liu, Hui, Xu, Xing, Shen, Heng Tao",https://openaccess.thecvf.com/content/ICCV2023/papers/He_ICL-D3IE_In-Context_Learning_with_Diverse_Demonstrations_Updating_for_Document_Information_ICCV_2023_paper.pdf
IHNet: Iterative Hierarchical Network Guided by High-Resolution Estimated Information for Scene Flow Estimation,"Wang, Yun, Chi, Cheng, Lin, Min, Yang, Xin",https://openaccess.thecvf.com/content/ICCV2023/papers/Wang_IHNet_Iterative_Hierarchical_Network_Guided_by_High-Resolution_Estimated_Information_for_ICCV_2023_paper.pdf
SimNP: Learning Self-Similarity Priors Between Neural Points,"Wewer, Christopher, Ilg, Eddy, Schiele, Bernt, Lenssen, Jan Eric",https://openaccess.thecvf.com/content/ICCV2023/papers/Wewer_SimNP_Learning_Self-Similarity_Priors_Between_Neural_Points_ICCV_2023_paper.pdf
Beyond the Limitation of Monocular 3D Detector via Knowledge Distillation,"Yang, Yiran, Yin, Dongshuo, Rong, Xuee, Sun, Xian, Diao, Wenhui, Li, Xinming",https://openaccess.thecvf.com/content/ICCV2023/papers/Yang_Beyond_the_Limitation_of_Monocular_3D_Detector_via_Knowledge_Distillation_ICCV_2023_paper.pdf
Cascade-DETR: Delving into High-Quality Universal Object Detection,"Ye, Mingqiao, Ke, Lei, Li, Siyuan, Tai, Yu-Wing, Tang, Chi-Keung, Danelljan, Martin, Yu, Fisher",https://openaccess.thecvf.com/content/ICCV2023/papers/Ye_Cascade-DETR_Delving_into_High-Quality_Universal_Object_Detection_ICCV_2023_paper.pdf
ACLS: Adaptive and Conditional Label Smoothing for Network Calibration,"Park, Hyekang, Noh, Jongyoun, Oh, Youngmin, Baek, Donghyeon, Ham, Bumsub",https://openaccess.thecvf.com/content/ICCV2023/papers/Park_ACLS_Adaptive_and_Conditional_Label_Smoothing_for_Network_Calibration_ICCV_2023_paper.pdf
EMR-MSF: Self-Supervised Recurrent Monocular Scene Flow Exploiting Ego-Motion Rigidity,"Jiang, Zijie, Okutomi, Masatoshi",https://openaccess.thecvf.com/content/ICCV2023/papers/Jiang_EMR-MSF_Self-Supervised_Recurrent_Monocular_Scene_Flow_Exploiting_Ego-Motion_Rigidity_ICCV_2023_paper.pdf
Evaluation and Improvement of Interpretability for Self-Explainable Part-Prototype Networks,"Huang, Qihan, Xue, Mengqi, Huang, Wenqi, Zhang, Haofei, Song, Jie, Jing, Yongcheng, Song, Mingli",https://openaccess.thecvf.com/content/ICCV2023/papers/Huang_Evaluation_and_Improvement_of_Interpretability_for_Self-Explainable_Part-Prototype_Networks_ICCV_2023_paper.pdf
Temporal-Coded Spiking Neural Networks with Dynamic Firing Threshold: Learning with Event-Driven Backpropagation,"Wei, Wenjie, Zhang, Malu, Qu, Hong, Belatreche, Ammar, Zhang, Jian, Chen, Hong",https://openaccess.thecvf.com/content/ICCV2023/papers/Wei_Temporal-Coded_Spiking_Neural_Networks_with_Dynamic_Firing_Threshold_Learning_with_ICCV_2023_paper.pdf
Mitigating Adversarial Vulnerability through Causal Parameter Estimation by Adversarial Double Machine Learning,"Lee, Byung-Kwan, Kim, Junho, Ro, Yong Man",https://openaccess.thecvf.com/content/ICCV2023/papers/Lee_Mitigating_Adversarial_Vulnerability_through_Causal_Parameter_Estimation_by_Adversarial_Double_ICCV_2023_paper.pdf
Dynamic Token Pruning in Plain Vision Transformers for Semantic Segmentation,"Tang, Quan, Zhang, Bowen, Liu, Jiajun, Liu, Fagui, Liu, Yifan",https://openaccess.thecvf.com/content/ICCV2023/papers/Tang_Dynamic_Token_Pruning_in_Plain_Vision_Transformers_for_Semantic_Segmentation_ICCV_2023_paper.pdf
Shape Anchor Guided Holistic Indoor Scene Understanding,"Dong, Mingyue, Huan, Linxi, Xiong, Hanjiang, Shen, Shuhan, Zheng, Xianwei",https://openaccess.thecvf.com/content/ICCV2023/papers/Dong_Shape_Anchor_Guided_Holistic_Indoor_Scene_Understanding_ICCV_2023_paper.pdf
Knowledge-Aware Federated Active Learning with Non-IID Data,"Cao, Yu-Tong, Shi, Ye, Yu, Baosheng, Wang, Jingya, Tao, Dacheng",https://openaccess.thecvf.com/content/ICCV2023/papers/Cao_Knowledge-Aware_Federated_Active_Learning_with_Non-IID_Data_ICCV_2023_paper.pdf
PlankAssembly: Robust 3D Reconstruction from Three Orthographic Views with Learnt Shape Programs,"Hu, Wentao, Zheng, Jia, Zhang, Zixin, Yuan, Xiaojun, Yin, Jian, Zhou, Zihan",https://openaccess.thecvf.com/content/ICCV2023/papers/Hu_PlankAssembly_Robust_3D_Reconstruction_from_Three_Orthographic_Views_with_Learnt_ICCV_2023_paper.pdf
PODIA-3D: Domain Adaptation of 3D Generative Model Across Large Domain Gap Using Pose-Preserved Text-to-Image Diffusion,"Kim, Gwanghyun, Jang, Ji Ha, Chun, Se Young",https://openaccess.thecvf.com/content/ICCV2023/papers/Kim_PODIA-3D_Domain_Adaptation_of_3D_Generative_Model_Across_Large_Domain_ICCV_2023_paper.pdf
Steered Diffusion: A Generalized Framework for Plug-and-Play Conditional Image Synthesis,"Nair, Nithin Gopalakrishnan, Cherian, Anoop, Lohit, Suhas, Wang, Ye, Koike-Akino, Toshiaki, Patel, Vishal M., Marks, Tim K.",https://openaccess.thecvf.com/content/ICCV2023/papers/Nair_Steered_Diffusion_A_Generalized_Framework_for_Plug-and-Play_Conditional_Image_Synthesis_ICCV_2023_paper.pdf
DiffFit: Unlocking Transferability of Large Diffusion Models via Simple Parameter-efficient Fine-Tuning,"Xie, Enze, Yao, Lewei, Shi, Han, Liu, Zhili, Zhou, Daquan, Liu, Zhaoqiang, Li, Jiawei, Li, Zhenguo",https://openaccess.thecvf.com/content/ICCV2023/papers/Xie_DiffFit_Unlocking_Transferability_of_Large_Diffusion_Models_via_Simple_Parameter-efficient_ICCV_2023_paper.pdf
NeO 360: Neural Fields for Sparse View Synthesis of Outdoor Scenes,"Irshad, Muhammad Zubair, Zakharov, Sergey, Liu, Katherine, Guizilini, Vitor, Kollar, Thomas, Gaidon, Adrien, Kira, Zsolt, Ambrus, Rares",https://openaccess.thecvf.com/content/ICCV2023/papers/Irshad_NeO_360_Neural_Fields_for_Sparse_View_Synthesis_of_Outdoor_ICCV_2023_paper.pdf
UnLoc: A Unified Framework for Video Localization Tasks,"Yan, Shen, Xiong, Xuehan, Nagrani, Arsha, Arnab, Anurag, Wang, Zhonghao, Ge, Weina, Ross, David, Schmid, Cordelia",https://openaccess.thecvf.com/content/ICCV2023/papers/Yan_UnLoc_A_Unified_Framework_for_Video_Localization_Tasks_ICCV_2023_paper.pdf
QD-BEV : Quantization-aware View-guided Distillation for Multi-view 3D Object Detection,"Zhang, Yifan, Dong, Zhen, Yang, Huanrui, Lu, Ming, Tseng, Cheng-Ching, Du, Yuan, Keutzer, Kurt, Du, Li, Zhang, Shanghang",https://openaccess.thecvf.com/content/ICCV2023/papers/Zhang_QD-BEV__Quantization-aware_View-guided_Distillation_for_Multi-view_3D_Object_Detection_ICCV_2023_paper.pdf
Fast Inference and Update of Probabilistic Density Estimation on Trajectory Prediction,"Maeda, Takahiro, Ukita, Norimichi",https://openaccess.thecvf.com/content/ICCV2023/papers/Maeda_Fast_Inference_and_Update_of_Probabilistic_Density_Estimation_on_Trajectory_ICCV_2023_paper.pdf
CLIPascene: Scene Sketching with Different Types and Levels of Abstraction,"Vinker, Yael, Alaluf, Yuval, Cohen-Or, Daniel, Shamir, Ariel",https://openaccess.thecvf.com/content/ICCV2023/papers/Vinker_CLIPascene_Scene_Sketching_with_Different_Types_and_Levels_of_Abstraction_ICCV_2023_paper.pdf
Vision Grid Transformer for Document Layout Analysis,"Da, Cheng, Luo, Chuwei, Zheng, Qi, Yao, Cong",https://openaccess.thecvf.com/content/ICCV2023/papers/Da_Vision_Grid_Transformer_for_Document_Layout_Analysis_ICCV_2023_paper.pdf
Multi-Directional Subspace Editing in Style-Space,"Naveh, Chen",https://openaccess.thecvf.com/content/ICCV2023/papers/Naveh_Multi-Directional_Subspace_Editing_in_Style-Space_ICCV_2023_paper.pdf
Adaptive Superpixel for Active Learning in Semantic Segmentation,"Kim, Hoyoung, Oh, Minhyeon, Hwang, Sehyun, Kwak, Suha, Ok, Jungseul",https://openaccess.thecvf.com/content/ICCV2023/papers/Kim_Adaptive_Superpixel_for_Active_Learning_in_Semantic_Segmentation_ICCV_2023_paper.pdf
Adaptive Spiral Layers for Efficient 3D Representation Learning on Meshes,"Babiloni, Francesca, Maggioni, Matteo, Tanay, Thomas, Deng, Jiankang, Leonardis, Ales, Zafeiriou, Stefanos",https://openaccess.thecvf.com/content/ICCV2023/papers/Babiloni_Adaptive_Spiral_Layers_for_Efficient_3D_Representation_Learning_on_Meshes_ICCV_2023_paper.pdf
Parametric Information Maximization for Generalized Category Discovery,"Chiaroni, Florent, Dolz, Jose, Masud, Ziko Imtiaz, Mitiche, Amar, Ben Ayed, Ismail",https://openaccess.thecvf.com/content/ICCV2023/papers/Chiaroni_Parametric_Information_Maximization_for_Generalized_Category_Discovery_ICCV_2023_paper.pdf
Convex Decomposition of Indoor Scenes,"Vavilala, Vaibhav, Forsyth, David",https://openaccess.thecvf.com/content/ICCV2023/papers/Vavilala_Convex_Decomposition_of_Indoor_Scenes_ICCV_2023_paper.pdf
Toward Unsupervised Realistic Visual Question Answering,"Zhang, Yuwei, Ho, Chih-Hui, Vasconcelos, Nuno",https://openaccess.thecvf.com/content/ICCV2023/papers/Zhang_Toward_Unsupervised_Realistic_Visual_Question_Answering_ICCV_2023_paper.pdf
A Generalist Framework for Panoptic Segmentation of Images and Videos,"Chen, Ting, Li, Lala, Saxena, Saurabh, Hinton, Geoffrey, Fleet, David J.",https://openaccess.thecvf.com/content/ICCV2023/papers/Chen_A_Generalist_Framework_for_Panoptic_Segmentation_of_Images_and_Videos_ICCV_2023_paper.pdf
DALL-Eval: Probing the Reasoning Skills and Social Biases of Text-to-Image Generation Models,"Cho, Jaemin, Zala, Abhay, Bansal, Mohit",https://openaccess.thecvf.com/content/ICCV2023/papers/Cho_DALL-Eval_Probing_the_Reasoning_Skills_and_Social_Biases_of_Text-to-Image_ICCV_2023_paper.pdf
Video OWL-ViT: Temporally-consistent Open-world Localization in Video,"Heigold, Georg, Minderer, Matthias, Gritsenko, Alexey, Bewley, Alex, Keysers, Daniel, Lu\v{c",https://openaccess.thecvf.com/content/ICCV2023/papers/Heigold_Video_OWL-ViT_Temporally-consistent_Open-world_Localization_in_Video_ICCV_2023_paper.pdf
Few Shot Font Generation Via Transferring Similarity Guided Global Style and Quantization Local Style,"Pan, Wei, Zhu, Anna, Zhou, Xinyu, Iwana, Brian Kenji, Li, Shilin",https://openaccess.thecvf.com/content/ICCV2023/papers/Pan_Few_Shot_Font_Generation_Via_Transferring_Similarity_Guided_Global_Style_ICCV_2023_paper.pdf
Differentiable Transportation Pruning,"Li, Yunqiang, van Gemert, Jan C., Hoefler, Torsten, Moons, Bert, Eleftheriou, Evangelos, Verhoef, Bram-Ernst",https://openaccess.thecvf.com/content/ICCV2023/papers/Li_Differentiable_Transportation_Pruning_ICCV_2023_paper.pdf
Physics-Driven Turbulence Image Restoration with Stochastic Refinement,"Jaiswal, Ajay, Zhang, Xingguang, Chan, Stanley H., Wang, Zhangyang",https://openaccess.thecvf.com/content/ICCV2023/papers/Jaiswal_Physics-Driven_Turbulence_Image_Restoration_with_Stochastic_Refinement_ICCV_2023_paper.pdf
Enhancing Non-line-of-sight Imaging via Learnable Inverse Kernel and Attention Mechanisms,"Yu, Yanhua, Shen, Siyuan, Wang, Zi, Huang, Binbin, Wang, Yuehan, Peng, Xingyue, Xia, Suan, Liu, Ping, Li, Ruiqian, Li, Shiying",https://openaccess.thecvf.com/content/ICCV2023/papers/Yu_Enhancing_Non-line-of-sight_Imaging_via_Learnable_Inverse_Kernel_and_Attention_Mechanisms_ICCV_2023_paper.pdf
DECO: Dense Estimation of 3D Human-Scene Contact In The Wild,"Tripathi, Shashank, Chatterjee, Agniv, Passy, Jean-Claude, Yi, Hongwei, Tzionas, Dimitrios, Black, Michael J.",https://openaccess.thecvf.com/content/ICCV2023/papers/Tripathi_DECO_Dense_Estimation_of_3D_Human-Scene_Contact_In_The_Wild_ICCV_2023_paper.pdf
Scale-Aware Modulation Meet Transformer,"Lin, Weifeng, Wu, Ziheng, Chen, Jiayu, Huang, Jun, Jin, Lianwen",https://openaccess.thecvf.com/content/ICCV2023/papers/Lin_Scale-Aware_Modulation_Meet_Transformer_ICCV_2023_paper.pdf
Large Selective Kernel Network for Remote Sensing Object Detection,"Li, Yuxuan, Hou, Qibin, Zheng, Zhaohui, Cheng, Ming-Ming, Yang, Jian, Li, Xiang",https://openaccess.thecvf.com/content/ICCV2023/papers/Li_Large_Selective_Kernel_Network_for_Remote_Sensing_Object_Detection_ICCV_2023_paper.pdf
PlaneRecTR: Unified Query Learning for 3D Plane Recovery from a Single View,"Shi, Jingjia, Zhi, Shuaifeng, Xu, Kai",https://openaccess.thecvf.com/content/ICCV2023/papers/Shi_PlaneRecTR_Unified_Query_Learning_for_3D_Plane_Recovery_from_a_ICCV_2023_paper.pdf
EigenTrajectory: Low-Rank Descriptors for Multi-Modal Trajectory Forecasting,"Bae, Inhwan, Oh, Jean, Jeon, Hae-Gon",https://openaccess.thecvf.com/content/ICCV2023/papers/Bae_EigenTrajectory_Low-Rank_Descriptors_for_Multi-Modal_Trajectory_Forecasting_ICCV_2023_paper.pdf
I-ViT: Integer-only Quantization for Efficient Vision Transformer Inference,"Li, Zhikai, Gu, Qingyi",https://openaccess.thecvf.com/content/ICCV2023/papers/Li_I-ViT_Integer-only_Quantization_for_Efficient_Vision_Transformer_Inference_ICCV_2023_paper.pdf
SUMMIT: Source-Free Adaptation of Uni-Modal Models to Multi-Modal Targets,"Simons, Cody, Raychaudhuri, Dripta S., Ahmed, Sk Miraj, You, Suya, Karydis, Konstantinos, Roy-Chowdhury, Amit K.",https://openaccess.thecvf.com/content/ICCV2023/papers/Simons_SUMMIT_Source-Free_Adaptation_of_Uni-Modal_Models_to_Multi-Modal_Targets_ICCV_2023_paper.pdf
Learning a More Continuous Zero Level Set in Unsigned Distance Fields through Level Set Projection,"Zhou, Junsheng, Ma, Baorui, Li, Shujuan, Liu, Yu-Shen, Han, Zhizhong",https://openaccess.thecvf.com/content/ICCV2023/papers/Zhou_Learning_a_More_Continuous_Zero_Level_Set_in_Unsigned_Distance_ICCV_2023_paper.pdf
Video-FocalNets: Spatio-Temporal Focal Modulation for Video Action Recognition,"Wasim, Syed Talal, Khattak, Muhammad Uzair, Naseer, Muzammal, Khan, Salman, Shah, Mubarak, Khan, Fahad Shahbaz",https://openaccess.thecvf.com/content/ICCV2023/papers/Wasim_Video-FocalNets_Spatio-Temporal_Focal_Modulation_for_Video_Action_Recognition_ICCV_2023_paper.pdf
To Adapt or Not to Adapt? Real-Time Adaptation for Semantic Segmentation,"Colomer, Marc Botet, Dovesi, Pier Luigi, Panagiotakopoulos, Theodoros, Carvalho, Joao Frederico, H\""arenstam-Nielsen, Linus, Azizpour, Hossein, Kjellstr\""om, Hedvig, Cremers, Daniel, Poggi, Matteo",https://openaccess.thecvf.com/content/ICCV2023/papers/Colomer_To_Adapt_or_Not_to_Adapt_Real-Time_Adaptation_for_Semantic_ICCV_2023_paper.pdf
Hidden Biases of End-to-End Driving Models,"Jaeger, Bernhard, Chitta, Kashyap, Geiger, Andreas",https://openaccess.thecvf.com/content/ICCV2023/papers/Jaeger_Hidden_Biases_of_End-to-End_Driving_Models_ICCV_2023_paper.pdf
HairNeRF: Geometry-Aware Image Synthesis for Hairstyle Transfer,"Chang, Seunggyu, Kim, Gihoon, Kim, Hayeon",https://openaccess.thecvf.com/content/ICCV2023/papers/Chang_HairNeRF_Geometry-Aware_Image_Synthesis_for_Hairstyle_Transfer_ICCV_2023_paper.pdf
Strivec: Sparse Tri-Vector Radiance Fields,"Gao, Quankai, Xu, Qiangeng, Su, Hao, Neumann, Ulrich, Xu, Zexiang",https://openaccess.thecvf.com/content/ICCV2023/papers/Gao_Strivec_Sparse_Tri-Vector_Radiance_Fields_ICCV_2023_paper.pdf
Multiscale Representation for Real-Time Anti-Aliasing Neural Rendering,"Hu, Dongting, Zhang, Zhenkai, Hou, Tingbo, Liu, Tongliang, Fu, Huan, Gong, Mingming",https://openaccess.thecvf.com/content/ICCV2023/papers/Hu_Multiscale_Representation_for_Real-Time_Anti-Aliasing_Neural_Rendering_ICCV_2023_paper.pdf
Borrowing Knowledge From Pre-trained Language Model: A New Data-efficient Visual Learning Paradigm,"Ma, Wenxuan, Li, Shuang, Zhang, JinMing, Liu, Chi Harold, Kang, Jingxuan, Wang, Yulin, Huang, Gao",https://openaccess.thecvf.com/content/ICCV2023/papers/Ma_Borrowing_Knowledge_From_Pre-trained_Language_Model_A_New_Data-efficient_Visual_ICCV_2023_paper.pdf
GETAvatar: Generative Textured Meshes for Animatable Human Avatars,"Zhang, Xuanmeng, Zhang, Jianfeng, Chacko, Rohan, Xu, Hongyi, Song, Guoxian, Yang, Yi, Feng, Jiashi",https://openaccess.thecvf.com/content/ICCV2023/papers/Zhang_GETAvatar_Generative_Textured_Meshes_for_Animatable_Human_Avatars_ICCV_2023_paper.pdf
Tracking without Label: Unsupervised Multiple Object Tracking via Contrastive Similarity Learning,"Meng, Sha, Shao, Dian, Guo, Jiacheng, Gao, Shan",https://openaccess.thecvf.com/content/ICCV2023/papers/Meng_Tracking_without_Label_Unsupervised_Multiple_Object_Tracking_via_Contrastive_Similarity_ICCV_2023_paper.pdf
PIDRo: Parallel Isomeric Attention with Dynamic Routing for Text-Video Retrieval,"Guan, Peiyan, Pei, Renjing, Shao, Bin, Liu, Jianzhuang, Li, Weimian, Gu, Jiaxi, Xu, Hang, Xu, Songcen, Yan, Youliang, Lam, Edmund Y.",https://openaccess.thecvf.com/content/ICCV2023/papers/Guan_PIDRo_Parallel_Isomeric_Attention_with_Dynamic_Routing_for_Text-Video_Retrieval_ICCV_2023_paper.pdf
"Re-mine, Learn and Reason: Exploring the Cross-modal Semantic Correlations for Language-guided HOI detection","Cao, Yichao, Tang, Qingfei, Yang, Feng, Su, Xiu, You, Shan, Lu, Xiaobo, Xu, Chang",https://openaccess.thecvf.com/content/ICCV2023/papers/Cao_Re-mine_Learn_and_Reason_Exploring_the_Cross-modal_Semantic_Correlations_for_ICCV_2023_paper.pdf
Strata-NeRF : Neural Radiance Fields for Stratified Scenes,"Dhiman, Ankit, Srinath, R, Rangwani, Harsh, Parihar, Rishubh, Boregowda, Lokesh R, Sridhar, Srinath, Babu, R Venkatesh",https://openaccess.thecvf.com/content/ICCV2023/papers/Dhiman_Strata-NeRF__Neural_Radiance_Fields_for_Stratified_Scenes_ICCV_2023_paper.pdf
StylerDALLE: Language-Guided Style Transfer Using a Vector-Quantized Tokenizer of a Large-Scale Generative Model,"Xu, Zipeng, Sangineto, Enver, Sebe, Nicu",https://openaccess.thecvf.com/content/ICCV2023/papers/Xu_StylerDALLE_Language-Guided_Style_Transfer_Using_a_Vector-Quantized_Tokenizer_of_a_ICCV_2023_paper.pdf
3D-aware Blending with Generative NeRFs,"Kim, Hyunsu, Lee, Gayoung, Choi, Yunjey, Kim, Jin-Hwa, Zhu, Jun-Yan",https://openaccess.thecvf.com/content/ICCV2023/papers/Kim_3D-aware_Blending_with_Generative_NeRFs_ICCV_2023_paper.pdf
Multi-Modal Gated Mixture of Local-to-Global Experts for Dynamic Image Fusion,"Cao, Bing, Sun, Yiming, Zhu, Pengfei, Hu, Qinghua",https://openaccess.thecvf.com/content/ICCV2023/papers/Cao_Multi-Modal_Gated_Mixture_of_Local-to-Global_Experts_for_Dynamic_Image_Fusion_ICCV_2023_paper.pdf
Deep Image Harmonization with Learnable Augmentation,"Niu, Li, Cao, Junyan, Cong, Wenyan, Zhang, Liqing",https://openaccess.thecvf.com/content/ICCV2023/papers/Niu_Deep_Image_Harmonization_with_Learnable_Augmentation_ICCV_2023_paper.pdf
DELFlow: Dense Efficient Learning of Scene Flow for Large-Scale Point Clouds,"Peng, Chensheng, Wang, Guangming, Lo, Xian Wan, Wu, Xinrui, Xu, Chenfeng, Tomizuka, Masayoshi, Zhan, Wei, Wang, Hesheng",https://openaccess.thecvf.com/content/ICCV2023/papers/Peng_DELFlow_Dense_Efficient_Learning_of_Scene_Flow_for_Large-Scale_Point_ICCV_2023_paper.pdf
RFD-ECNet: Extreme Underwater Image Compression with Reference to Feature Dictionary,"Li, Mengyao, Shen, Liquan, Ye, Peng, Feng, Guorui, Wang, Zheyin",https://openaccess.thecvf.com/content/ICCV2023/papers/Li_RFD-ECNet_Extreme_Underwater_Image_Compression_with_Reference_to_Feature_Dictionary_ICCV_2023_paper.pdf
E{\textasciicircum,"Han, Cheng, Wang, Qifan, Cui, Yiming, Cao, Zhiwen, Wang, Wenguan, Qi, Siyuan, Liu, Dongfang",https://openaccess.thecvf.com/content/ICCV2023/papers/Han_E2VPT_An_Effective_and_Efficient_Approach_for_Visual_Prompt_Tuning_ICCV_2023_paper.pdf
High-Resolution Document Shadow Removal via A Large-Scale Real-World Dataset and A Frequency-Aware Shadow Erasing Net,"Li, Zinuo, Chen, Xuhang, Pun, Chi-Man, Cun, Xiaodong",https://openaccess.thecvf.com/content/ICCV2023/papers/Li_High-Resolution_Document_Shadow_Removal_via_A_Large-Scale_Real-World_Dataset_and_ICCV_2023_paper.pdf
Scalable Diffusion Models with Transformers,"Peebles, William, Xie, Saining",https://openaccess.thecvf.com/content/ICCV2023/papers/Peebles_Scalable_Diffusion_Models_with_Transformers_ICCV_2023_paper.pdf
MMST-ViT: Climate Change-aware Crop Yield Prediction via Multi-Modal Spatial-Temporal Vision Transformer,"Lin, Fudong, Crawford, Summer, Guillot, Kaleb, Zhang, Yihe, Chen, Yan, Yuan, Xu, Chen, Li, Williams, Shelby, Minvielle, Robert, Xiao, Xiangming, Gholson, Drew, Ashwell, Nicolas, Setiyono, Tri, Tubana, Brenda, Peng, Lu, Bayoumi, Magdy, Tzeng, Nian-Feng",https://openaccess.thecvf.com/content/ICCV2023/papers/Lin_MMST-ViT_Climate_Change-aware_Crop_Yield_Prediction_via_Multi-Modal_Spatial-Temporal_Vision_ICCV_2023_paper.pdf
From Knowledge Distillation to Self-Knowledge Distillation: A Unified Approach with Normalized Loss and Customized Soft Labels,"Yang, Zhendong, Zeng, Ailing, Li, Zhe, Zhang, Tianke, Yuan, Chun, Li, Yu",https://openaccess.thecvf.com/content/ICCV2023/papers/Yang_From_Knowledge_Distillation_to_Self-Knowledge_Distillation_A_Unified_Approach_with_ICCV_2023_paper.pdf
SILT: Shadow-Aware Iterative Label Tuning for Learning to Detect Shadows from Noisy Labels,"Yang, Han, Wang, Tianyu, Hu, Xiaowei, Fu, Chi-Wing",https://openaccess.thecvf.com/content/ICCV2023/papers/Yang_SILT_Shadow-Aware_Iterative_Label_Tuning_for_Learning_to_Detect_Shadows_ICCV_2023_paper.pdf
Implicit Autoencoder for Point-Cloud Self-Supervised Representation Learning,"Yan, Siming, Yang, Zhenpei, Li, Haoxiang, Song, Chen, Guan, Li, Kang, Hao, Hua, Gang, Huang, Qixing",https://openaccess.thecvf.com/content/ICCV2023/papers/Yan_Implicit_Autoencoder_for_Point-Cloud_Self-Supervised_Representation_Learning_ICCV_2023_paper.pdf
Grounded Image Text Matching with Mismatched Relation Reasoning,"Wu, Yu, Wei, Yana, Wang, Haozhe, Liu, Yongfei, Yang, Sibei, He, Xuming",https://openaccess.thecvf.com/content/ICCV2023/papers/Wu_Grounded_Image_Text_Matching_with_Mismatched_Relation_Reasoning_ICCV_2023_paper.pdf
UniKD: Universal Knowledge Distillation for Mimicking Homogeneous or Heterogeneous Object Detectors,"Lao, Shanshan, Song, Guanglu, Liu, Boxiao, Liu, Yu, Yang, Yujiu",https://openaccess.thecvf.com/content/ICCV2023/papers/Lao_UniKD_Universal_Knowledge_Distillation_for_Mimicking_Homogeneous_or_Heterogeneous_Object_ICCV_2023_paper.pdf
Speech4Mesh: Speech-Assisted Monocular 3D Facial Reconstruction for Speech-Driven 3D Facial Animation,"He, Shan, He, Haonan, Yang, Shuo, Wu, Xiaoyan, Xia, Pengcheng, Yin, Bing, Liu, Cong, Dai, Lirong, Xu, Chang",https://openaccess.thecvf.com/content/ICCV2023/papers/He_Speech4Mesh_Speech-Assisted_Monocular_3D_Facial_Reconstruction_for_Speech-Driven_3D_Facial_ICCV_2023_paper.pdf
